TicketKey,TicketID,DateKey,AgentKey,ClientKey,ChannelKey,CreatedDateTime,ResolvedDateTime,ResolutionHours,IsResolved,SLA_Met,CSAT_Score
2857,TCK-12857,20250121,13,2,3,2025-01-21 02:34:07,2025-01-21 20:14:19,17.67,1,1,5
2858,TCK-12858,20260404,22,1,2,2026-04-04 16:39:46,2026-04-05 10:18:46,17.65,1,1,3
2859,TCK-12859,20260405,38,8,2,2026-04-05 19:38:03,2026-04-05 20:59:39,1.36,1,1,5
2860,TCK-12860,20260224,35,2,2,2026-02-24 10:26:22,2026-02-25 15:22:46,28.94,1,1,
2861,TCK-12861,20250320,28,2,1,2025-03-20 15:13:40,2025-03-22 00:21:28,33.13,1,1,3
2862,TCK-12862,20250724,27,4,1,2025-07-24 03:10:38,2025-07-25 19:28:38,40.3,1,0,4
2863,TCK-12863,20260301,49,3,3,2026-03-01 03:26:38,2026-03-01 10:11:38,6.75,1,1,5
2864,TCK-12864,20250805,37,2,1,2025-08-05 16:54:44,2025-08-05 20:27:44,3.55,1,1,
2865,TCK-12865,20250427,4,3,3,2025-04-27 06:41:52,2025-04-27 09:18:28,2.61,1,1,
2866,TCK-12866,20250625,13,8,2,2025-06-25 03:24:14,2025-06-25 17:21:14,13.95,1,1,
2867,TCK-12867,20260624,31,4,1,2026-06-24 10:17:37,2026-06-24 17:05:01,6.79,1,1,4
2868,TCK-12868,20250617,31,1,1,2025-06-17 19:22:47,2025-06-19 05:00:35,33.63,1,0,4
2869,TCK-12869,20260716,44,7,1,2026-07-16 03:09:30,,,0,0,5
2870,TCK-12870,20250607,41,4,3,2025-06-07 04:58:20,2025-06-08 03:53:32,22.92,1,1,4
2871,TCK-12871,20250708,45,2,3,2025-07-08 10:35:56,,,0,0,5
2872,TCK-12872,20250703,27,5,2,2025-07-03 03:52:45,,,0,0,2
2873,TCK-12873,20260710,8,7,1,2026-07-10 12:14:36,2026-07-11 03:19:24,15.08,1,0,4
2874,TCK-12874,20250407,15,5,2,2025-04-07 10:24:13,2025-04-08 03:38:37,17.24,1,1,4
2875,TCK-12875,20260618,26,8,3,2026-06-18 21:47:21,2026-06-19 03:44:21,5.95,1,1,3
2876,TCK-12876,20260706,38,5,2,2026-07-06 14:08:40,2026-07-07 06:39:16,16.51,1,1,3
2877,TCK-12877,20260417,7,3,3,2026-04-17 15:40:49,,,0,0,5
2878,TCK-12878,20250307,33,7,2,2025-03-07 02:56:13,2025-03-07 12:17:13,9.35,1,0,4
2879,TCK-12879,20250520,45,1,2,2025-05-20 03:30:42,2025-05-21 09:52:54,30.37,1,0,5
2880,TCK-12880,20250625,42,5,1,2025-06-25 20:10:47,,,0,0,4
2881,TCK-12881,20250909,27,4,1,2025-09-09 05:46:15,2025-09-09 23:31:51,17.76,1,1,4
2882,TCK-12882,20251025,20,2,3,2025-10-25 08:10:18,2025-10-25 12:53:30,4.72,1,1,3
2883,TCK-12883,20251014,45,1,1,2025-10-14 07:51:53,2025-10-15 18:36:53,34.75,1,0,4
2884,TCK-12884,20250501,6,6,3,2025-05-01 21:47:32,2025-05-03 02:15:44,28.47,1,1,4
2885,TCK-12885,20251019,37,1,3,2025-10-19 03:19:31,2025-10-19 09:43:31,6.4,1,1,
2886,TCK-12886,20251124,3,4,2,2025-11-24 09:53:40,2025-11-24 16:53:40,7.0,1,1,5
2887,TCK-12887,20260130,12,1,3,2026-01-30 02:42:57,,,0,0,
2888,TCK-12888,20251124,25,4,2,2025-11-24 19:17:11,2025-11-25 12:39:23,17.37,1,1,5
2889,TCK-12889,20260127,31,3,1,2026-01-27 22:24:27,2026-01-29 08:05:15,33.68,1,0,4
2890,TCK-12890,20250828,23,3,3,2025-08-28 07:34:24,2025-08-29 05:30:12,21.93,1,0,5
2891,TCK-12891,20250117,44,4,3,2025-01-17 19:50:14,2025-01-17 23:51:26,4.02,1,1,4
2892,TCK-12892,20260123,1,3,2,2026-01-23 13:43:11,2026-01-25 00:50:59,35.13,1,0,3
2893,TCK-12893,20260706,34,5,3,2026-07-06 19:14:15,2026-07-07 18:02:51,22.81,1,1,5
2894,TCK-12894,20250918,40,7,2,2025-09-18 23:02:32,2025-09-20 11:37:20,36.58,1,0,4
2895,TCK-12895,20250630,36,4,3,2025-06-30 12:39:08,2025-07-01 00:15:08,11.6,1,1,3
2896,TCK-12896,20250617,23,1,3,2025-06-17 17:40:57,,,0,0,4
2897,TCK-12897,20260507,18,6,3,2026-05-07 20:55:00,2026-05-08 02:43:00,5.8,1,1,5
2898,TCK-12898,20250803,21,7,2,2025-08-03 10:38:06,,,0,0,4
2899,TCK-12899,20250726,34,2,3,2025-07-26 00:02:48,2025-07-27 02:44:12,26.69,1,1,4
2900,TCK-12900,20251019,18,8,1,2025-10-19 23:46:39,2025-10-21 09:16:39,33.5,1,1,3
2901,TCK-12901,20250922,35,8,3,2025-09-22 14:01:26,2025-09-23 07:12:50,17.19,1,1,5
2902,TCK-12902,20250329,4,7,3,2025-03-29 08:39:28,,,0,0,
2903,TCK-12903,20260404,17,4,3,2026-04-04 03:21:25,2026-04-04 08:08:49,4.79,1,1,3
2904,TCK-12904,20260602,35,6,1,2026-06-02 13:01:43,2026-06-03 11:56:19,22.91,1,1,4
2905,TCK-12905,20250801,19,3,1,2025-08-01 11:39:56,2025-08-02 21:03:20,33.39,1,0,4
2906,TCK-12906,20250118,49,5,2,2025-01-18 20:21:50,2025-01-19 14:36:50,18.25,1,1,2
2907,TCK-12907,20250216,20,8,2,2025-02-16 04:52:45,2025-02-16 09:50:57,4.97,1,1,5
2908,TCK-12908,20260704,45,2,2,2026-07-04 18:10:57,2026-07-06 02:31:57,32.35,1,1,4
2909,TCK-12909,20250904,4,3,2,2025-09-04 17:20:55,2025-09-05 14:49:07,21.47,1,0,4
2910,TCK-12910,20260226,5,5,3,2026-02-26 07:33:41,2026-02-26 10:11:29,2.63,1,1,4
2911,TCK-12911,20250720,25,1,3,2025-07-20 10:32:22,2025-07-20 16:48:34,6.27,1,1,5
2912,TCK-12912,20260122,36,3,2,2026-01-22 19:21:05,,,0,0,5
2913,TCK-12913,20251029,49,4,1,2025-10-29 20:58:32,,,0,0,
2914,TCK-12914,20260621,23,8,2,2026-06-21 12:48:30,2026-06-22 09:33:30,20.75,1,1,
2915,TCK-12915,20250809,28,4,3,2025-08-09 08:19:43,2025-08-10 13:16:43,28.95,1,1,4
2916,TCK-12916,20250908,48,7,3,2025-09-08 07:06:34,2025-09-09 15:53:58,32.79,1,0,4
2917,TCK-12917,20250218,31,7,1,2025-02-18 14:56:14,,,0,0,5
2918,TCK-12918,20260418,23,5,2,2026-04-18 14:56:27,2026-04-19 03:53:27,12.95,1,1,4
2919,TCK-12919,20251117,35,7,2,2025-11-17 22:02:32,2025-11-19 14:58:56,40.94,1,0,3
2920,TCK-12920,20260119,32,8,2,2026-01-19 19:17:43,2026-01-20 14:26:43,19.15,1,1,5
2921,TCK-12921,20251229,38,6,1,2025-12-29 06:28:47,2025-12-30 00:26:59,17.97,1,1,
2922,TCK-12922,20260422,25,4,2,2026-04-22 13:35:30,2026-04-24 06:31:18,40.93,1,0,5
2923,TCK-12923,20251230,30,8,2,2025-12-30 02:19:38,2025-12-31 21:20:14,43.01,1,1,5
2924,TCK-12924,20250801,42,8,1,2025-08-01 01:39:37,2025-08-02 01:40:49,24.02,1,1,
2925,TCK-12925,20250204,18,1,3,2025-02-04 13:23:25,2025-02-04 22:57:37,9.57,1,1,4
2926,TCK-12926,20260622,16,5,2,2026-06-22 10:41:42,2026-06-23 05:56:42,19.25,1,1,5
2927,TCK-12927,20250202,28,3,2,2025-02-02 20:43:58,,,0,0,4
2928,TCK-12928,20250322,37,8,1,2025-03-22 02:03:47,2025-03-22 18:03:11,15.99,1,1,5
2929,TCK-12929,20260529,6,7,1,2026-05-29 18:37:47,2026-05-30 11:58:11,17.34,1,0,5
2930,TCK-12930,20260404,14,6,3,2026-04-04 08:25:27,2026-04-05 10:14:03,25.81,1,1,3
2931,TCK-12931,20260223,42,2,3,2026-02-23 16:31:42,2026-02-24 13:22:06,20.84,1,1,4
2932,TCK-12932,20250117,10,7,3,2025-01-17 23:23:45,2025-01-18 05:36:21,6.21,1,1,5
2933,TCK-12933,20250311,42,1,3,2025-03-11 08:45:10,2025-03-12 01:03:10,16.3,1,1,5
2934,TCK-12934,20251020,28,3,2,2025-10-20 00:20:17,,,0,0,4
2935,TCK-12935,20250310,10,7,1,2025-03-10 08:03:22,2025-03-11 13:03:22,29.0,1,0,3
2936,TCK-12936,20260407,20,5,2,2026-04-07 07:13:35,2026-04-08 12:51:23,29.63,1,0,5
2937,TCK-12937,20260412,17,6,1,2026-04-12 09:55:19,,,0,0,
2938,TCK-12938,20251016,17,6,3,2025-10-16 03:01:59,,,0,0,5
2939,TCK-12939,20260101,15,8,3,2026-01-01 02:34:58,2026-01-02 13:42:10,35.12,1,1,5
2940,TCK-12940,20250408,20,8,2,2025-04-08 06:05:13,,,0,0,
2941,TCK-12941,20251230,10,4,1,2025-12-30 16:23:12,2025-12-31 01:18:24,8.92,1,1,3
2942,TCK-12942,20260624,14,2,2,2026-06-24 17:23:40,2026-06-25 17:02:40,23.65,1,1,
2943,TCK-12943,20250301,40,6,2,2025-03-01 18:33:19,2025-03-01 22:48:55,4.26,1,1,2
2944,TCK-12944,20260616,24,7,2,2026-06-16 03:24:29,2026-06-16 15:50:53,12.44,1,0,4
2945,TCK-12945,20251115,15,2,3,2025-11-15 17:48:36,2025-11-17 04:10:48,34.37,1,1,3
2946,TCK-12946,20250922,5,4,3,2025-09-22 12:12:16,2025-09-22 13:23:40,1.19,1,1,3
2947,TCK-12947,20260114,45,3,1,2026-01-14 18:29:47,,,0,0,5
2948,TCK-12948,20260612,5,2,1,2026-06-12 10:09:30,,,0,0,3
2949,TCK-12949,20260216,47,2,2,2026-02-16 02:12:15,2026-02-17 05:02:39,26.84,1,1,3
2950,TCK-12950,20250817,21,1,1,2025-08-17 01:12:03,2025-08-17 15:54:03,14.7,1,1,5
2951,TCK-12951,20260222,40,2,1,2026-02-22 11:39:35,2026-02-23 07:20:59,19.69,1,1,3
2952,TCK-12952,20251109,48,7,1,2025-11-09 10:56:19,2025-11-09 23:40:07,12.73,1,0,3
2953,TCK-12953,20251001,27,2,1,2025-10-01 10:09:03,2025-10-01 17:25:15,7.27,1,1,2
2954,TCK-12954,20250418,27,2,1,2025-04-18 22:47:24,,,0,0,4
2955,TCK-12955,20250914,43,3,1,2025-09-14 04:51:47,2025-09-14 21:52:23,17.01,1,0,3
2956,TCK-12956,20250327,44,3,1,2025-03-27 20:51:31,2025-03-28 22:23:55,25.54,1,0,5
2957,TCK-12957,20260626,2,7,1,2026-06-26 06:40:17,2026-06-27 19:33:41,36.89,1,0,4
2958,TCK-12958,20250824,37,1,2,2025-08-24 04:42:51,2025-08-24 06:24:15,1.69,1,1,5
2959,TCK-12959,20260412,36,3,1,2026-04-12 01:45:12,2026-04-12 16:36:48,14.86,1,0,
2960,TCK-12960,20251214,36,8,2,2025-12-14 19:31:47,2025-12-15 19:13:11,23.69,1,1,3
2961,TCK-12961,20250401,23,3,3,2025-04-01 09:21:11,,,0,0,3
2962,TCK-12962,20260613,10,1,3,2026-06-13 12:01:51,2026-06-15 17:12:39,53.18,1,0,5
2963,TCK-12963,20260305,1,3,2,2026-03-05 11:54:19,,,0,0,4
2964,TCK-12964,20251216,39,7,3,2025-12-16 01:45:37,2025-12-17 07:57:37,30.2,1,0,3
2965,TCK-12965,20250923,26,6,2,2025-09-23 06:02:06,,,0,0,5
2966,TCK-12966,20260727,33,3,1,2026-07-27 15:33:32,,,0,0,3
2967,TCK-12967,20250901,28,7,2,2025-09-01 02:13:24,2025-09-02 13:06:48,34.89,1,0,4
2968,TCK-12968,20250401,2,3,3,2025-04-01 03:51:46,,,0,0,5
2969,TCK-12969,20260403,49,5,3,2026-04-03 02:48:36,2026-04-03 21:52:12,19.06,1,1,5
2970,TCK-12970,20251127,38,5,3,2025-11-27 23:15:35,2025-11-28 18:52:47,19.62,1,1,4
2971,TCK-12971,20260731,30,2,2,2026-07-31 23:03:23,2026-08-01 22:05:47,23.04,1,1,3
2972,TCK-12972,20260501,27,2,3,2026-05-01 06:40:03,,,0,0,4
2973,TCK-12973,20260208,43,4,1,2026-02-08 15:00:51,2026-02-09 22:51:51,31.85,1,1,3
2974,TCK-12974,20250602,25,7,2,2025-06-02 18:57:10,2025-06-03 04:18:46,9.36,1,0,3
2975,TCK-12975,20260704,11,3,3,2026-07-04 00:48:48,2026-07-04 21:05:36,20.28,1,0,5
2976,TCK-12976,20251218,33,7,3,2025-12-18 13:34:46,2025-12-19 19:49:46,30.25,1,0,4
2977,TCK-12977,20260213,2,8,3,2026-02-13 08:20:51,2026-02-13 17:25:39,9.08,1,1,4
2978,TCK-12978,20251209,31,6,3,2025-12-09 04:05:14,2025-12-10 07:12:26,27.12,1,1,5
2979,TCK-12979,20251204,46,6,3,2025-12-04 19:40:10,,,0,0,3
2980,TCK-12980,20250307,6,8,2,2025-03-07 22:40:18,,,0,0,4
2981,TCK-12981,20251127,29,3,2,2025-11-27 03:53:47,2025-11-28 02:32:11,22.64,1,0,3
2982,TCK-12982,20260221,18,6,1,2026-02-21 11:50:20,2026-02-21 19:32:20,7.7,1,1,5
2983,TCK-12983,20260328,26,2,3,2026-03-28 16:38:27,2026-03-29 06:36:03,13.96,1,1,
2984,TCK-12984,20260601,48,4,2,2026-06-01 05:03:53,2026-06-01 13:43:29,8.66,1,1,4
2985,TCK-12985,20250608,31,6,3,2025-06-08 05:59:17,2025-06-08 20:08:53,14.16,1,1,4
2986,TCK-12986,20250621,50,4,2,2025-06-21 15:24:26,2025-06-21 19:08:14,3.73,1,1,3
2987,TCK-12987,20260603,41,1,1,2026-06-03 01:17:00,2026-06-03 18:38:00,17.35,1,1,4
2988,TCK-12988,20250905,29,6,1,2025-09-05 11:50:56,2025-09-06 07:29:20,19.64,1,1,4
2989,TCK-12989,20251007,17,6,2,2025-10-07 13:56:01,2025-10-08 02:48:13,12.87,1,1,4
2990,TCK-12990,20260217,18,7,2,2026-02-17 20:44:08,2026-02-18 13:03:56,16.33,1,0,
2991,TCK-12991,20260209,14,6,3,2026-02-09 22:54:50,2026-02-10 12:18:14,13.39,1,1,4
2992,TCK-12992,20250607,29,6,2,2025-06-07 16:23:47,2025-06-09 11:24:23,43.01,1,1,4
2993,TCK-12993,20250811,42,6,3,2025-08-11 17:15:55,2025-08-12 00:49:31,7.56,1,1,4
2994,TCK-12994,20260131,11,3,1,2026-01-31 05:26:16,2026-01-31 14:29:52,9.06,1,1,3
2995,TCK-12995,20260209,48,5,2,2026-02-09 00:28:35,2026-02-10 06:09:23,29.68,1,0,3
2996,TCK-12996,20260807,37,2,3,2026-08-07 03:38:32,2026-08-07 10:39:44,7.02,1,1,4
2997,TCK-12997,20251111,7,5,2,2025-11-11 19:49:10,2025-11-12 08:20:58,12.53,1,1,3
2998,TCK-12998,20250908,49,3,3,2025-09-08 16:49:41,2025-09-09 02:41:17,9.86,1,1,4
2999,TCK-12999,20251123,50,6,2,2025-11-23 18:57:02,2025-11-24 06:52:14,11.92,1,1,5
3000,TCK-13000,20250816,20,4,3,2025-08-16 13:34:30,2025-08-18 03:09:18,37.58,1,0,5
3001,TCK-13001,20250103,47,3,1,2025-01-03 18:17:49,2025-01-04 23:53:13,29.59,1,0,3
3002,TCK-13002,20251221,8,4,2,2025-12-21 06:23:37,2025-12-22 03:38:01,21.24,1,1,
3003,TCK-13003,20250916,42,2,2,2025-09-16 14:29:54,2025-09-17 11:44:18,21.24,1,1,5
3004,TCK-13004,20260704,17,2,3,2026-07-04 15:08:11,2026-07-05 07:28:35,16.34,1,1,5
3005,TCK-13005,20251217,15,5,1,2025-12-17 08:41:46,2025-12-18 00:36:58,15.92,1,1,3
3006,TCK-13006,20251118,14,6,2,2025-11-18 04:15:55,2025-11-19 05:24:55,25.15,1,1,3
3007,TCK-13007,20251105,48,6,2,2025-11-05 15:23:59,2025-11-06 20:48:35,29.41,1,1,4
3008,TCK-13008,20250501,41,5,3,2025-05-01 06:26:10,2025-05-02 04:56:46,22.51,1,1,3
3009,TCK-13009,20251104,1,5,2,2025-11-04 00:29:06,2025-11-04 08:25:30,7.94,1,1,5
3010,TCK-13010,20260520,47,2,2,2026-05-20 21:37:31,2026-05-21 15:53:07,18.26,1,1,3
3011,TCK-13011,20251124,23,2,3,2025-11-24 18:21:02,2025-11-25 07:16:50,12.93,1,1,5
3012,TCK-13012,20260418,8,7,1,2026-04-18 00:12:38,,,0,0,
3013,TCK-13013,20250201,23,2,2,2025-02-01 21:54:02,2025-02-02 12:03:02,14.15,1,1,5
3014,TCK-13014,20260516,3,5,3,2026-05-16 17:27:44,2026-05-17 14:33:08,21.09,1,1,3
3015,TCK-13015,20250423,10,7,3,2025-04-23 23:51:23,2025-04-25 11:05:11,35.23,1,0,3
3016,TCK-13016,20250913,26,7,2,2025-09-13 11:12:50,2025-09-13 12:00:50,0.8,1,1,3
3017,TCK-13017,20260222,34,6,3,2026-02-22 01:31:03,2026-02-23 09:16:03,31.75,1,1,
3018,TCK-13018,20250329,50,4,2,2025-03-29 06:14:51,2025-03-30 06:55:39,24.68,1,1,
3019,TCK-13019,20260425,4,5,1,2026-04-25 09:10:31,2026-04-26 08:33:55,23.39,1,1,4
3020,TCK-13020,20260805,31,4,2,2026-08-05 13:28:49,,,0,0,
3021,TCK-13021,20250720,2,5,3,2025-07-20 22:49:54,,,0,0,5
3022,TCK-13022,20250822,44,1,2,2025-08-22 11:49:40,2025-08-22 15:48:28,3.98,1,1,5
3023,TCK-13023,20251217,12,1,3,2025-12-17 05:42:26,2025-12-17 21:23:50,15.69,1,1,2
3024,TCK-13024,20260620,33,2,1,2026-06-20 12:27:37,2026-06-21 13:34:49,25.12,1,1,3
3025,TCK-13025,20250620,17,3,1,2025-06-20 10:55:10,2025-06-21 10:24:34,23.49,1,0,4
3026,TCK-13026,20251110,40,3,2,2025-11-10 12:48:48,2025-11-11 23:47:00,34.97,1,0,4
3027,TCK-13027,20250705,14,6,3,2025-07-05 11:43:52,2025-07-06 05:08:28,17.41,1,1,4
3028,TCK-13028,20260127,14,6,1,2026-01-27 14:12:32,,,0,0,4
3029,TCK-13029,20250810,38,2,3,2025-08-10 14:53:46,2025-08-11 15:48:58,24.92,1,1,5
3030,TCK-13030,20250924,6,5,2,2025-09-24 12:42:08,2025-09-25 19:25:20,30.72,1,0,4
3031,TCK-13031,20251001,21,4,1,2025-10-01 01:57:06,2025-10-02 11:00:06,33.05,1,1,2
3032,TCK-13032,20260605,1,1,1,2026-06-05 15:56:49,2026-06-06 03:36:25,11.66,1,1,4
3033,TCK-13033,20260510,43,1,2,2026-05-10 13:06:34,2026-05-11 05:35:22,16.48,1,1,5
3034,TCK-13034,20260510,27,1,2,2026-05-10 22:53:04,2026-05-12 06:14:40,31.36,1,0,4
3035,TCK-13035,20260613,34,5,3,2026-06-13 12:35:03,2026-06-14 10:51:15,22.27,1,1,
3036,TCK-13036,20250215,15,7,3,2025-02-15 07:56:52,2025-02-15 18:47:52,10.85,1,0,4
3037,TCK-13037,20260316,40,7,2,2026-03-16 14:19:06,2026-03-17 11:40:06,21.35,1,0,4
3038,TCK-13038,20250121,44,4,3,2025-01-21 12:50:58,2025-01-22 08:16:10,19.42,1,1,4
3039,TCK-13039,20250823,1,8,3,2025-08-23 09:08:21,2025-08-24 22:23:21,37.25,1,1,4
3040,TCK-13040,20250312,36,1,1,2025-03-12 23:55:23,2025-03-14 04:11:35,28.27,1,0,5
3041,TCK-13041,20260419,1,7,2,2026-04-19 08:11:07,,,0,0,5
3042,TCK-13042,20251216,9,7,3,2025-12-16 05:25:50,2025-12-17 03:38:26,22.21,1,0,3
3043,TCK-13043,20260607,46,1,3,2026-06-07 14:23:50,2026-06-08 17:56:50,27.55,1,0,
3044,TCK-13044,20260112,50,4,1,2026-01-12 17:14:48,2026-01-13 06:20:48,13.1,1,1,5
3045,TCK-13045,20260106,27,2,1,2026-01-06 14:15:56,2026-01-07 16:55:32,26.66,1,1,3
3046,TCK-13046,20250811,37,5,2,2025-08-11 22:45:22,2025-08-13 07:09:58,32.41,1,0,3
3047,TCK-13047,20250908,35,2,1,2025-09-08 06:05:36,2025-09-08 07:37:24,1.53,1,1,4
3048,TCK-13048,20260410,22,1,1,2026-04-10 03:31:59,2026-04-11 09:37:23,30.09,1,0,3
3049,TCK-13049,20260408,33,6,2,2026-04-08 01:57:36,2026-04-09 14:32:24,36.58,1,1,5
3050,TCK-13050,20260206,6,1,2,2026-02-06 08:34:51,2026-02-06 16:57:03,8.37,1,1,3
3051,TCK-13051,20260727,25,4,2,2026-07-27 08:07:48,2026-07-28 03:42:00,19.57,1,1,3
3052,TCK-13052,20260202,1,7,1,2026-02-02 08:14:19,2026-02-04 00:52:07,40.63,1,0,4
3053,TCK-13053,20250827,41,8,3,2025-08-27 02:40:48,2025-08-27 21:55:12,19.24,1,1,5
3054,TCK-13054,20260408,47,7,3,2026-04-08 10:58:48,,,0,0,4
3055,TCK-13055,20260710,20,2,1,2026-07-10 08:57:34,,,0,0,5
3056,TCK-13056,20250430,14,8,3,2025-04-30 17:05:22,2025-05-02 01:57:34,32.87,1,1,3
3057,TCK-13057,20260104,39,1,2,2026-01-04 18:45:56,2026-01-04 23:41:44,4.93,1,1,
3058,TCK-13058,20260430,37,1,2,2026-04-30 12:19:56,2026-05-01 10:03:08,21.72,1,1,4
3059,TCK-13059,20260802,33,8,1,2026-08-02 14:09:10,2026-08-02 20:10:22,6.02,1,1,4
3060,TCK-13060,20250111,38,1,1,2025-01-11 19:32:16,,,0,0,5
3061,TCK-13061,20250112,27,6,3,2025-01-12 13:24:46,2025-01-12 18:06:10,4.69,1,1,3
3062,TCK-13062,20260616,14,7,1,2026-06-16 04:59:26,2026-06-16 06:52:14,1.88,1,1,4
3063,TCK-13063,20260119,29,8,2,2026-01-19 14:02:48,2026-01-19 19:32:12,5.49,1,1,3
3064,TCK-13064,20260425,32,7,1,2026-04-25 18:11:56,2026-04-26 13:25:08,19.22,1,0,3
3065,TCK-13065,20250902,29,2,1,2025-09-02 11:07:08,2025-09-02 22:51:32,11.74,1,1,4
3066,TCK-13066,20250621,42,7,3,2025-06-21 09:12:10,2025-06-21 19:22:58,10.18,1,0,
3067,TCK-13067,20250824,40,3,1,2025-08-24 08:17:24,2025-08-24 09:49:12,1.53,1,1,4
3068,TCK-13068,20250821,17,7,3,2025-08-21 21:58:00,2025-08-22 13:43:36,15.76,1,0,5
3069,TCK-13069,20250524,50,7,2,2025-05-24 19:19:05,2025-05-25 21:49:41,26.51,1,0,2
3070,TCK-13070,20250917,17,1,2,2025-09-17 16:56:52,2025-09-18 13:57:28,21.01,1,1,2
3071,TCK-13071,20260617,8,4,1,2026-06-17 00:16:10,2026-06-17 22:37:10,22.35,1,1,5
3072,TCK-13072,20260331,16,1,2,2026-03-31 13:48:19,,,0,0,3
3073,TCK-13073,20260311,36,1,2,2026-03-11 17:33:40,,,0,0,5
3074,TCK-13074,20250514,38,4,3,2025-05-14 05:07:15,,,0,0,4
3075,TCK-13075,20251130,40,1,1,2025-11-30 17:25:26,,,0,0,4
3076,TCK-13076,20260511,34,8,3,2026-05-11 05:58:56,2026-05-11 07:02:32,1.06,1,1,4
3077,TCK-13077,20260106,37,3,2,2026-01-06 13:11:36,2026-01-07 03:07:24,13.93,1,0,4
3078,TCK-13078,20250109,28,5,1,2025-01-09 07:12:48,2025-01-09 15:20:36,8.13,1,1,4
3079,TCK-13079,20250212,45,6,1,2025-02-12 05:33:31,2025-02-13 00:06:31,18.55,1,1,4
3080,TCK-13080,20250104,46,3,3,2025-01-04 02:46:56,2025-01-04 23:17:32,20.51,1,0,4
3081,TCK-13081,20250521,32,5,3,2025-05-21 21:55:44,2025-05-22 14:58:08,17.04,1,1,4
3082,TCK-13082,20250119,42,8,2,2025-01-19 03:22:10,2025-01-20 10:12:34,30.84,1,1,3
3083,TCK-13083,20260212,47,1,1,2026-02-12 01:30:34,,,0,0,4
3084,TCK-13084,20260810,1,4,1,2026-08-10 11:32:31,2026-08-11 07:12:07,19.66,1,1,5
3085,TCK-13085,20250401,4,1,2,2025-04-01 08:21:28,,,0,0,5
3086,TCK-13086,20260629,43,5,3,2026-06-29 10:32:45,2026-06-30 15:23:45,28.85,1,0,5
3087,TCK-13087,20260524,28,2,3,2026-05-24 19:54:30,2026-05-25 14:54:30,19.0,1,1,
3088,TCK-13088,20260809,5,3,2,2026-08-09 04:02:07,,,0,0,4
3089,TCK-13089,20250602,46,4,1,2025-06-02 18:28:53,2025-06-03 01:56:29,7.46,1,1,4
3090,TCK-13090,20260602,22,8,3,2026-06-02 05:37:58,2026-06-02 17:45:46,12.13,1,1,5
3091,TCK-13091,20260316,5,6,1,2026-03-16 06:51:38,2026-03-16 15:22:50,8.52,1,1,
3092,TCK-13092,20251209,30,3,1,2025-12-09 14:19:44,,,0,0,5
3093,TCK-13093,20250901,30,5,3,2025-09-01 18:26:10,2025-09-02 06:49:34,12.39,1,1,5
3094,TCK-13094,20250702,5,4,3,2025-07-02 09:41:36,,,0,0,5
3095,TCK-13095,20250830,29,8,3,2025-08-30 20:27:45,2025-08-31 03:34:21,7.11,1,1,4
3096,TCK-13096,20250722,20,4,3,2025-07-22 20:56:21,,,0,0,3
3097,TCK-13097,20250423,31,7,2,2025-04-23 10:57:25,2025-04-24 08:44:13,21.78,1,0,4
3098,TCK-13098,20260809,40,1,1,2026-08-09 01:48:51,2026-08-10 10:36:51,32.8,1,0,3
3099,TCK-13099,20260305,31,3,2,2026-03-05 01:40:01,2026-03-05 06:26:49,4.78,1,1,4
3100,TCK-13100,20260505,15,6,2,2026-05-05 13:08:18,,,0,0,4
3101,TCK-13101,20250925,24,3,1,2025-09-25 19:09:59,2025-09-25 23:48:59,4.65,1,1,
3102,TCK-13102,20250302,18,2,3,2025-03-02 03:43:21,2025-03-03 06:42:09,26.98,1,1,4
3103,TCK-13103,20260210,12,8,1,2026-02-10 09:58:04,2026-02-11 02:26:52,16.48,1,1,3
3104,TCK-13104,20250309,41,1,1,2025-03-09 16:17:08,,,0,0,5
3105,TCK-13105,20260625,40,4,2,2026-06-25 23:17:28,2026-06-27 01:54:04,26.61,1,1,5
3106,TCK-13106,20260302,27,6,3,2026-03-02 22:30:50,2026-03-05 00:22:26,49.86,1,1,3
3107,TCK-13107,20260318,11,1,1,2026-03-18 05:47:19,2026-03-19 02:31:43,20.74,1,1,
3108,TCK-13108,20260731,39,4,1,2026-07-31 00:36:02,2026-07-31 07:07:14,6.52,1,1,2
3109,TCK-13109,20251116,42,7,1,2025-11-16 09:09:28,2025-11-17 13:10:40,28.02,1,0,4
3110,TCK-13110,20251018,4,5,3,2025-10-18 05:41:15,2025-10-18 13:35:15,7.9,1,1,3
3111,TCK-13111,20260330,28,1,3,2026-03-30 11:51:55,2026-03-30 19:10:31,7.31,1,1,3
3112,TCK-13112,20260214,37,4,3,2026-02-14 18:01:17,2026-02-15 05:24:41,11.39,1,1,4
3113,TCK-13113,20250628,23,3,3,2025-06-28 16:30:35,2025-06-28 19:13:47,2.72,1,1,5
3114,TCK-13114,20250121,16,2,1,2025-01-21 15:14:17,2025-01-23 07:02:17,39.8,1,1,4
3115,TCK-13115,20251114,28,3,1,2025-11-14 03:54:11,2025-11-14 15:25:59,11.53,1,1,4
3116,TCK-13116,20260415,46,6,1,2026-04-15 05:03:15,2026-04-15 22:32:03,17.48,1,1,
3117,TCK-13117,20250509,4,2,2,2025-05-09 07:52:08,2025-05-10 08:11:20,24.32,1,1,
3118,TCK-13118,20260526,35,6,2,2026-05-26 01:51:37,,,0,0,3
